account_id,first_name,last_name,birth_date,gender,initial_balance,client_addr,create_date,frequency,bank_id,branch_addr,SAR,alert_id,ip_address,pageRank,hiddenLink,blackHole,Anomaly Score,pageRank_z,hiddenLink_z,blackHole_z,hawalaRanking
13,Steven,Shaw,10/13/1954,Male,5148.62,76,8/17/2012,Monthly,AB,76,False,,208.53.116.224,0.005390095,0.897085227,0.0,0.3716731369495392,9.588302528305336,4.616342822490164,-0.1489649172077657,4.6852268111959114
14,David,Jones,12/28/1962,Male,17165.19,47,11/27/2011,Monthly,GH,47,False,,15.123.218.126,0.00510269,0.0,0.0,0.5159651637077332,9.055061317188722,-0.2090397859759599,-0.1489649172077657,2.8990188713349987
15,John,Ellis,01-04-1999,Male,16700.11,46,10-02-2008,Monthly,OP,70,False,,76.215.139.190,0.004888679,0.0,0.0,0.5291006565093994,8.657992773383716,-0.2090397859759599,-0.1489649172077657,2.7666626900666635
16,Karen,Acosta,10/29/1972,Female,2849.64,12,9/23/2012,Monthly,WX,12,False,,103.112.57.63,0.005560061,0.881917104,0.0,0.2832228243350982,9.90365151558338,4.534754145378579,-0.1489649172077657,4.763146914584731
17,Melissa,Moore,10-11-1989,Female,16965.26,1,01-08-2012,Monthly,ST,1,False,,127.47.148.253,0.005225069,0.0,0.0,0.0826947763562202,9.28211904469952,-0.2090397859759599,-0.1489649172077657,2.974704780505265
18,Melissa,White,7/29/1959,Female,18115.51,43,5/26/2008,Weekly,WX,43,False,,192.40.118.17,0.005330746,0.0,0.0,0.283453494310379,9.478188464045632,-0.2090397859759599,-0.1489649172077657,3.0400612536206353
19,Ariana,Kerr,4/23/1959,Female,10768.65,21,04-07-2010,Monthly,CD,21,False,,183.44.200.200,0.005305446,0.0,0.0,0.1469841599464416,9.431247726615002,-0.2090397859759599,-0.1489649172077657,3.0244143411437587
20,Loretta,Garcia,4/20/1989,Female,17967.42,74,8/24/2011,Monthly,ST,74,False,,95.67.233.54,0.005000694,0.0,0.0,0.2132629305124282,8.865821496833995,-0.2090397859759599,-0.1489649172077657,2.835938931216756
21,Lindsey,Moore,3/26/1986,Female,1466.59,54,12-06-2012,Monthly,ST,54,False,,111.195.73.130,0.005629128,0.0,0.0,0.1528800874948501,10.031796018038769,-0.2090397859759599,-0.1489649172077657,3.224597104951681
22,Thomas,Brennan,9/29/1965,Male,15767.62,1,3/23/2009,Monthly,UV,1,False,,45.62.242.206,0.004967515,0.0,0.0,0.1719876676797866,8.8042623376557,-0.2090397859759599,-0.1489649172077657,2.815419211490658
23,Melissa,Fisher,09-11-1971,Female,19532.6,30,5/22/2008,Monthly,UV,30,False,,119.0.236.108,0.005235528,0.0,0.0,0.1840478479862213,9.301524308446036,-0.2090397859759599,-0.1489649172077657,2.9811732017541033
24,April,Hopkins,10-09-1977,Female,9588.97,74,12-05-2011,Monthly,EF,74,False,,240.117.52.224,0.005468564,0.897085227,0.0,0.0693848580121994,9.733891173579806,4.616342822490164,-0.1489649172077657,4.7337563596207355
25,Donald,Grant,02-09-1982,Male,7535.24,68,7/28/2011,Monthly,OP,68,False,,155.22.166.47,0.005516695,0.0,0.0,0.1295461803674698,9.82319175197007,-0.2090397859759599,-0.1489649172077657,3.155062349595448
26,Brian,Irwin,7/28/2000,Male,12274.61,52,08-08-2008,Monthly,EF,52,False,,6.193.104.171,0.005413486,0.0,0.0,0.1058178097009658,9.631701373729836,-0.2090397859759599,-0.1489649172077657,3.09123222351537
27,Erin,Watkins,12-04-1968,Female,15089.83,73,9/26/2008,Monthly,WX,73,True,1.0,58.61.189.181,0.001962486,1.0,0.0,0.0377979762852191,3.2288363589825937,5.169916932108667,-0.1489649172077657,2.7499294579611653
28,Angel,Fisher,7/17/1998,Female,8840.26,7,11/24/2009,Monthly,IJ,7,False,,19.193.32.242,0.004598937,0.0,0.0,0.1047229692339897,8.120415573991398,-0.2090397859759599,-0.1489649172077657,2.587470290269224
29,Karen,Neal,7/23/1993,Female,14544.39,36,03-04-2010,Monthly,ST,36,False,,225.84.19.39,0.004873156,0.0,0.0,0.0585881546139717,8.629191940690607,-0.2090397859759599,-0.1489649172077657,2.7570624125022936
30,Michael,Gonzalez,1/25/1988,Male,15211.42,68,4/27/2009,Monthly,WX,68,False,,182.71.25.149,0.004480073,0.0,0.0,0.0574366077780723,7.899879454862765,-0.2090397859759599,-0.1489649172077657,2.51395825055968
31,Ebony,Lester,1/22/1977,Female,13590.3,5,8/28/2010,Monthly,GH,5,False,,240.169.44.78,0.004737835,0.0,0.0,0.0378394722938537,8.378122077850675,-0.2090397859759599,-0.1489649172077657,2.673372458222316
32,Patrick,Strong,8/27/1988,Male,3984.47,22,8/26/2008,Monthly,CD,22,False,,18.126.0.237,0.004685474,0.0,0.0,0.0363636128604412,8.280973305020428,-0.2090397859759599,-0.1489649172077657,2.640989533945567
33,Joel,Hardy,8/17/1955,Male,9839.68,68,9/17/2008,Weekly,WX,67,False,,165.186.183.13,0.004863786,0.0,0.0,0.0302299242466688,8.611807169555231,-0.2090397859759599,-0.1489649172077657,2.7512674887905018
34,Carl,Pitts,10/28/1940,Male,8738.47,75,07-07-2008,Monthly,UV,75,False,,127.203.138.142,0.004793882,0.0,0.0,0.0659967213869094,8.48210972649789,-0.2090397859759599,-0.1489649172077657,2.708035007771388
35,Renee,Price,01-11-1997,Female,1958.9,38,07-01-2008,Monthly,GH,1,False,,8.237.110.197,0.004369428,0.0,0.0,0.035461701452732,7.694592581621178,-0.2090397859759599,-0.1489649172077657,2.445529292812484
36,Michael,Hall,8/26/1972,Male,20775.45,20,8/18/2012,Monthly,AB,20,False,,251.70.161.0,0.003939684,0.0,0.0,0.0419989414513111,6.897260555281701,-0.2090397859759599,-0.1489649172077657,2.179751950699325
37,Tara,Villa,1/30/1960,Female,7522.8,19,08-08-2012,Weekly,ST,19,False,,96.233.245.150,0.004108903,0.0,0.0,0.0430170781910419,7.211223584818216,-0.2090397859759599,-0.1489649172077657,2.2844062938781633
38,Hayden,Garza,7/14/1954,Male,3682.24,76,9/22/2008,Monthly,KL,36,False,,210.175.186.170,0.00422513,0.0,0.0,0.0870989859104156,7.426867106136393,-0.2090397859759599,-0.1489649172077657,2.356287467650889
39,David,Smith,02-09-1960,Male,5648.91,16,10/25/2008,Monthly,GH,64,False,,171.134.170.148,0.00376685,0.0,0.0,0.113685019314289,6.576590380851441,-0.2090397859759599,-0.1489649172077657,2.0728618925559052
40,Cheryl,Franklin,05-11-1979,Female,12930.21,72,08-02-2012,Monthly,CD,72,False,,179.71.89.156,0.004138877,0.0,0.0,0.1013455316424369,7.266836298800261,-0.2090397859759599,-0.1489649172077657,2.3029438652055116
41,Annette,Quinn,7/30/1998,Female,10415.32,39,8/16/2011,Monthly,OP,39,False,,24.173.11.163,0.003916394,0.0,0.0,0.1313775181770324,6.854049101733899,-0.2090397859759599,-0.1489649172077657,2.165348132850058
42,Rachel,Cruz,12-02-1999,Female,12152.79,36,06-12-2009,Monthly,UV,36,False,,11.189.34.238,0.004332375,0.0,0.0,0.1225353702902793,7.62584573798414,-0.2090397859759599,-0.1489649172077657,2.4226136782668046
43,Joseph,Fitzgerald,12-12-1944,Male,20906.68,32,05-10-2008,Monthly,AB,32,False,,215.210.5.140,0.003791948,0.0,0.0,0.1106546595692634,6.623156334528673,-0.2090397859759599,-0.1489649172077657,2.0883838771149823
44,Marc,Ellis,05-05-1997,Male,9689.52,64,09-02-2012,Monthly,QR,64,False,,235.104.191.236,0.003917859,0.0,0.0,0.1291087865829467,6.856767211628598,-0.2090397859759599,-0.1489649172077657,2.166254169481624
45,Stephanie,Pierce,9/18/1968,Female,20215.07,45,08-08-2008,Monthly,OP,45,False,,228.239.237.68,0.003463203,0.0,0.0,0.1086957603693008,6.013214329523434,-0.2090397859759599,-0.1489649172077657,1.8850698754465693
46,William,Ballard,3/31/1980,Male,12668.55,21,11/17/2011,Monthly,GH,21,False,,135.24.148.158,0.003194343,0.0,0.0,0.237782135605812,5.5143808644799845,-0.2090397859759599,-0.1489649172077657,1.7187920537654195
47,Kendra,Pugh,4/29/1947,Female,17384.86,1,04-06-2012,Monthly,CD,1,False,,184.82.221.180,0.002939793,0.0,0.0,0.2230516225099563,5.042097674244136,-0.2090397859759599,-0.1489649172077657,1.5613643236868036
48,Benjamin,Boyle,2/18/1977,Male,6448.83,1,05-06-2009,Monthly,AB,1,False,,186.131.111.91,0.003180691,0.0,0.0,0.3237648606300354,5.489051419918602,-0.2090397859759599,-0.1489649172077657,1.7103489055782921
49,Tracy,Medina,2/19/2000,Male,7496.47,67,05-11-2011,Monthly,EF,67,False,,219.101.179.138,0.003210841,0.0,0.0,0.2341068387031555,5.5449906781610325,-0.2090397859759599,-0.1489649172077657,1.7289953249924357
50,Julie,Gallegos,08-06-1968,Female,6779.97,16,1/29/2012,Monthly,AB,16,False,,246.139.217.143,0.002984064,0.0,0.0,0.2944103181362152,5.124236543287275,-0.2090397859759599,-0.1489649172077657,1.5887439467011832
51,Brian,Lopez,12-08-1952,Male,6652.87,77,06-07-2010,Monthly,EF,77,False,,98.64.165.13,0.003078246,0.0,0.0,0.1389424502849578,5.298978540626867,-0.2090397859759599,-0.1489649172077657,1.6469912791477137
52,William,Hubbard,06-04-1979,Male,15336.86,4,05-02-2010,Monthly,UV,4,False,,92.63.228.23,0.003182059,0.0,0.0,0.3328022956848144,5.491589559397065,-0.2090397859759599,-0.1489649172077657,1.7111949520711132
53,Bobby,Thompson,4/22/1946,Male,3500.4,20,2/19/2011,Monthly,EF,20,False,,230.86.249.120,0.003288868,0.0,0.0,0.355122298002243,5.689759252054305,-0.2090397859759599,-0.1489649172077657,1.7772515162901932
54,Carolyn,Allen,5/27/1963,Female,4884.47,50,5/16/2009,Monthly,ST,50,False,,44.31.186.49,0.003173364,0.0,0.0,0.2731955647468567,5.475457159714878,-0.2090397859759599,-0.1489649172077657,1.7058174855103843
55,Leslie,Ferrell,11-10-1971,Female,16482.05,1,5/21/2010,Monthly,OP,1,False,,60.69.180.109,0.002949351,0.0,0.0,0.3100781142711639,5.059831254021288,-0.2090397859759599,-0.1489649172077657,1.5672755169458543
56,Dawn,Tucker,11-11-1952,Female,13603.83,29,8/23/2011,Monthly,IJ,29,False,,113.95.243.213,0.002775892,0.0,0.0,0.3148302137851715,4.738001476393633,-0.2090397859759599,-0.1489649172077657,1.4599989244033023
57,Thomas,Taylor,12/14/1966,Male,12137.27,43,3/27/2009,Monthly,ST,43,False,,76.13.52.82,0.002766625,0.0,0.0,0.2379040122032165,4.720807807865188,-0.2090397859759599,-0.1489649172077657,1.4542677015604875
58,Clayton,Martinez,12/22/1945,Male,2845.27,70,12-11-2008,Monthly,IJ,70,False,,95.159.78.64,0.002658327,0.0,0.0,0.1382083445787429,4.519875476550468,-0.2090397859759599,-0.1489649172077657,1.3872902577889141
59,Jesse,Baker,1/13/1943,Male,7048.41,47,3/28/2008,Monthly,EF,47,False,,48.243.9.41,0.003180957,0.0,0.0,0.3814839124679565,5.489544947039414,-0.2090397859759599,-0.1489649172077657,1.710513414618563
60,Brendan,Serrano,2/20/1944,Male,2146.14,22,11/16/2011,Monthly,KL,22,False,,61.103.214.135,0.002839085,0.0,0.0,0.4751424789428711,4.8552475641586055,-0.2090397859759599,-0.1489649172077657,1.4990809536582932
61,Stacey,Cunningham,9/19/1997,Female,13325.57,64,03-11-2012,Monthly,UV,64,False,,222.220.174.139,0.002786803,0.0,0.0,0.4380739033222198,4.758245365172511,-0.2090397859759599,-0.1489649172077657,1.4667468873295952
62,Karen,Knight,10-01-1987,Female,19754.58,36,10/29/2011,Monthly,WX,36,False,,41.16.154.122,0.002737512,0.0,0.0,0.6047030091285706,4.666792563247879,-0.2090397859759599,-0.1489649172077657,1.4362626200213844
63,Beverly,Osborne,2/18/1976,Female,5285.78,1,12-03-2008,Transaction,IJ,48,False,,140.193.255.16,0.00253828,0.0,0.0,0.4701982140541076,4.297144460489801,-0.2090397859759599,-0.1489649172077657,1.313046585768692
64,Ashley,Reyes,6/13/1964,Female,3028.49,16,10/19/2009,Monthly,KL,16,False,,110.236.58.137,0.002850555,0.0,0.0,0.2639878988265991,4.876528602037236,-0.2090397859759599,-0.1489649172077657,1.50617463295117
65,Jennifer,Baker,03-10-1989,Female,2649.95,37,12/20/2009,Transaction,AB,37,False,,214.7.171.63,0.002702713,0.0,0.0,0.5464701652526855,4.6022277125819295,-0.2090397859759599,-0.1489649172077657,1.4147410031327345
66,Kathy,Wilkins,2/25/1999,Female,13056.43,64,01-12-2011,Monthly,WX,64,False,,231.57.132.33,0.001925498,0.0,0.0,0.5339927673339844,3.160210114078082,-0.2090397859759599,-0.1489649172077657,0.9340684702981187
67,Richard,Nunez,4/29/1996,Male,2029.44,8,2/18/2010,Monthly,YZ,8,False,,141.48.77.88,0.002417455,0.0,0.0,0.5104373097419739,4.072969970369015,-0.2090397859759599,-0.1489649172077657,1.2383217557284298
68,Catherine,Leblanc,12/25/1998,Female,16164.08,1,03-05-2009,Monthly,GH,1,False,,69.38.216.194,0.002181507,0.0,0.0,0.5711069703102112,3.635200282017933,-0.2090397859759599,-0.1489649172077657,1.092398526278069
69,Larry,Chan,8/27/1981,Male,7808.17,1,6/20/2011,Weekly,GH,1,False,,252.90.149.82,0.002100657,0.0,0.0,0.5169607996940613,3.4851940124026584,-0.2090397859759599,-0.1489649172077657,1.042396436406311
70,Brittney,Mayer,11/17/1966,Female,1014.78,72,11-08-2008,Monthly,GH,72,True,2.0,124.178.65.133,0.000524249,1.0,0.0,0.6362917423248291,0.5603816008791368,5.169916932108667,-0.1489649172077657,1.8604445385933461
71,Katie,Morgan,05-05-1971,Female,20653.35,1,8/13/2010,Monthly,CD,1,False,,164.123.148.59,0.00184649,0.0,0.0,0.6299542784690857,3.013621427006175,-0.2090397859759599,-0.1489649172077657,0.8852055746074831
72,Daniel,Anderson,8/17/1995,Male,3017.83,52,5/16/2011,Monthly,OP,52,False,,226.142.108.88,0.00256586,0.0,0.0,0.601051926612854,4.348315430384536,-0.2090397859759599,-0.1489649172077657,1.3301035757336037
73,Michael,Lang,08-07-1960,Male,1481.37,63,11/19/2011,Monthly,ST,63,False,,241.125.191.127,0.002489309,0.0,0.0,0.7206077575683594,4.206285375402237,-0.2090397859759599,-0.1489649172077657,1.282760224072837
74,Hailey,Brooks,06-12-1986,Female,17834.93,74,07-07-2008,Monthly,QR,74,False,,183.141.168.74,0.002009566,0.0,0.0,0.50385981798172,3.316186948636114,-0.2090397859759599,-0.1489649172077657,0.9860607484841295
75,William,Hernandez,2/16/1945,Male,17414.97,3,11/29/2011,Monthly,KL,3,False,,70.145.96.69,0.002304147,0.0,0.0,0.4871425330638885,3.862742259823961,-0.2090397859759599,-0.1489649172077657,1.1682458522134118
76,Aaron,Perez,09-09-1967,Male,18379.06,43,9/27/2010,Monthly,YZ,43,False,,131.11.170.114,0.001935792,0.0,0.0,0.7530399560928345,3.1793092425804894,-0.2090397859759599,-0.1489649172077657,0.940434846465588
77,Austin,Thompson,2/29/1992,Male,4568.25,74,7/18/2011,Monthly,CD,74,False,,180.173.110.51,0.002523762,0.0,0.0,0.7393259406089783,4.270208269738107,-0.2090397859759599,-0.1489649172077657,1.304067855518127
78,Charles,Barton,11/28/1985,Male,7336.77,26,05-03-2009,Monthly,CD,26,False,,182.174.107.170,0.00195316,0.0,0.0,0.6335752606391907,3.2115332239123147,-0.2090397859759599,-0.1489649172077657,0.9511761735761963
79,Kelly,Callahan,05-04-1993,Female,3011.73,33,4/16/2008,Monthly,IJ,26,False,,169.182.59.254,0.001990433,0.0,0.0,0.6247637271881104,3.28068824787484,-0.2090397859759599,-0.1489649172077657,0.9742278482303713
80,Diana,Perez,08-11-1962,Female,20871.93,44,12/25/2010,Transaction,KL,44,False,,210.80.239.157,0.001689636,0.0,0.0,0.7695443630218506,2.722599987126962,-0.2090397859759599,-0.1489649172077657,0.7881984279810789
81,John,Frederick,1/23/1963,Male,1124.82,68,3/23/2012,Monthly,EF,68,False,,152.57.138.7,0.002051504,0.0,0.0,0.5778060555458069,3.393997250864011,-0.2090397859759599,-0.1489649172077657,1.0119975158934285
82,Tammy,Thornton,09-10-1978,Female,12008.65,74,03-07-2008,Monthly,AB,54,False,,80.235.26.159,0.002106778,0.0,0.0,0.313774436712265,3.4965507022766853,-0.2090397859759599,-0.1489649172077657,1.0461819996976531
83,Danny,Cohen,5/26/2000,Male,15723.89,31,07-03-2011,Monthly,YZ,31,False,,217.117.28.248,0.00196952,0.0,0.0,0.5069926381111145,3.241886997207379,-0.2090397859759599,-0.1489649172077657,0.9612940980078845
84,Jill,Hayes,12/30/1988,Female,6007.0,68,9/25/2012,Monthly,IJ,68,False,,62.179.70.241,0.001963114,0.888888889,0.0,0.4981187880039215,3.2300015282753387,4.572255075141371,-0.1489649172077657,2.5510972287363143
85,Joshua,Jones,6/23/1992,Male,11368.94,1,7/13/2009,Monthly,EF,1,False,,31.234.246.98,0.002611254,0.929320377,0.0,0.2320813238620758,4.432537874452759,4.789734299141129,-0.1489649172077657,3.0244357521287077
86,John,Edwards,9/13/1983,Male,1417.54,17,11-06-2011,Monthly,OP,17,False,,168.180.5.207,0.001859633,0.0,0.0,0.2591930329799652,3.038006490723597,-0.2090397859759599,-0.1489649172077657,0.8933339291799571
87,Sara,Holland,4/13/1987,Female,2127.81,2,06-12-2011,Monthly,KL,2,False,,57.65.73.41,0.002054213,0.0,0.0,0.9490899443626404,3.399023434962809,-0.2090397859759599,-0.1489649172077657,1.0136729105930278
88,Ronald,Martinez,1/25/1955,Male,8669.16,1,3/30/2010,Monthly,CD,1,False,,40.144.188.246,0.002064287,0.0,0.0,0.5025953650474548,3.4177143831397325,-0.2090397859759599,-0.1489649172077657,1.0199032266520023
89,Brittany,Vargas,6/24/1989,Female,15255.8,74,2/18/2008,Monthly,YZ,68,False,,168.168.59.176,0.001975694,0.0,0.0,0.5075377225875854,3.253342021432545,-0.2090397859759599,-0.1489649172077657,0.9651124394162731
90,Adrian,Molina,1/28/1962,Male,15849.98,74,05-05-2011,Monthly,QR,74,False,,213.56.155.203,0.002034432,0.0,0.0,0.3531088531017303,3.3623224576064725,-0.2090397859759599,-0.1489649172077657,1.001439251474249
91,Johnny,Martinez,7/19/1942,Male,8233.65,55,05-02-2012,Monthly,IJ,55,False,,105.178.194.217,0.001633697,0.0,0.0,0.2455997914075851,2.6188127179122573,-0.2090397859759599,-0.1489649172077657,0.7536026715761772
92,Charles,Cardenas,05-10-1996,Male,20224.8,1,6/27/2010,Monthly,GH,1,False,,175.201.210.73,0.001701501,0.0,0.0,0.0829449445009231,2.7446138942263465,-0.2090397859759599,-0.1489649172077657,0.795536397014207
93,Nicole,Tucker,10/29/1998,Female,11692.86,41,12/28/2008,Monthly,IJ,41,False,,11.134.43.96,0.001709088,0.0,0.0,0.2990227937698364,2.7586905493601885,-0.2090397859759599,-0.1489649172077657,0.8002286153921543
94,Stacey,Edwards,11/13/1983,Female,8106.86,35,4/16/2011,Monthly,OP,35,False,,108.97.187.71,0.001932955,0.0,0.0,0.5349295139312744,3.174045571746865,-0.2090397859759599,-0.1489649172077657,0.9386802895210464
95,Isaac,Cain,02-12-1989,Male,16554.56,11,10/16/2008,Monthly,EF,11,False,,74.115.32.190,0.002459368,0.0,0.0,0.6248610019683838,4.150733888469015,-0.2090397859759599,-0.1489649172077657,1.264243061761763
96,Ryan,Francis,9/21/1987,Male,1904.52,44,03-10-2011,Monthly,GH,44,False,,95.190.16.163,0.001579604,0.0,0.0,0.526961624622345,2.5184504527013845,-0.2090397859759599,-0.1489649172077657,0.7201485831725529
97,Shawn,Thomas,10/31/1956,Male,18692.5,37,4/15/2008,Monthly,KL,37,False,,25.234.67.61,0.00172209,0.0,0.0,0.1436998695135116,2.782814006596277,-0.2090397859759599,-0.1489649172077657,0.8082697678041838
98,Sandra,Dixon,12/27/1970,Female,1158.39,21,07-10-2012,Monthly,IJ,21,False,,78.66.113.152,0.001865439,0.0,0.0,0.3511202037334442,3.048778740586136,-0.2090397859759599,-0.1489649172077657,0.8969246791341368
99,Terri,White,04-04-1993,Female,5224.15,63,11/27/2009,Monthly,CD,63,False,,100.238.32.232,0.001760601,0.0,0.0,1.2603981494903564,2.8542659725722066,-0.2090397859759599,-0.1489649172077657,0.8320870897961603
100,Carrie,Alexander,5/31/1967,Female,514.1,64,11-05-2008,Monthly,IJ,64,False,,200.192.153.153,0.001659105,0.0,0.0,1.2207351922988892,2.6659538347753977,-0.2090397859759599,-0.1489649172077657,0.769316377197224
101,Aaron,Hoover,2/14/1962,Male,19887.96,53,03-10-2010,Monthly,ST,53,False,,106.252.205.236,0.001533574,0.894427191,0.0,0.6157097220420837,2.4330479964194907,4.602045361891053,-0.1489649172077657,2.295376147034259
102,Sarah,Scott,1/31/1997,Female,19684.8,53,4/20/2012,Monthly,CD,53,False,,163.215.243.58,0.001798312,0.0,0.0,0.4341139197349548,2.9242336464554675,-0.2090397859759599,-0.1489649172077657,0.8554096477572473
103,John,Reed,1/26/1973,Male,906.91,36,7/17/2011,Monthly,OP,36,False,,185.153.58.95,0.001821191,0.0,0.0,0.3940763473510742,2.9666825449406606,-0.2090397859759599,-0.1489649172077657,0.869559280585645
104,Donald,Moore,1/18/1952,Male,16144.03,6,03-12-2008,Monthly,IJ,6,False,,159.99.154.21,0.00147083,0.882352941,0.0,0.0999840125441551,2.3166349675915274,4.537098493737719,-0.1489649172077657,2.2349228480404935
105,Emily,Smith,1/26/1941,Female,9532.85,55,7/22/2011,Monthly,KL,55,False,,231.162.8.8,0.00123425,0.0,0.0,0.134882390499115,1.8776926884872385,-0.2090397859759599,-0.1489649172077657,0.5065626617678377
106,Luke,Vazquez,9/14/1943,Male,16576.99,60,3/14/2012,Monthly,WX,60,False,,91.180.101.240,0.001242776,0.0,0.0,0.0753498375415802,1.8935115314648487,-0.2090397859759599,-0.1489649172077657,0.5118356094270411
107,Connie,Rhodes,10/21/1992,Female,12902.44,54,3/19/2008,Monthly,QR,68,False,,169.153.198.123,0.001196598,0.883883476,0.0,0.0690475180745124,1.807834481145812,4.545331175258232,-0.1489649172077657,2.068066913065426
108,Teresa,Walsh,7/25/1979,Female,16611.7,8,3/21/2011,Monthly,AB,8,False,,21.183.85.242,0.001592573,0.89597867,0.0,0.0625541284680366,2.542512682888651,4.610390700281069,-0.1489649172077657,2.3346461553206512
109,Steven,Herrera,11-02-1945,Male,11826.05,31,09-05-2008,Monthly,UV,31,False,,169.150.85.107,0.001639655,0.0,0.0,0.0318994112312793,2.629866983272404,-0.2090397859759599,-0.1489649172077657,0.7572874266962262
110,Joseph,Martinez,6/21/1957,Male,6241.63,68,9/18/2012,Monthly,EF,68,False,,57.51.251.3,0.0012964,0.909508594,0.0,0.0974733009934425,1.9930036304363952,4.683167575876044,-0.1489649172077657,2.175735429701558
111,Cory,Ray,07-09-1998,Male,4966.62,27,5/25/2008,Monthly,CD,27,False,,68.152.247.61,0.001469652,0.0,0.0,0.0375137403607368,2.3144493474850734,-0.2090397859759599,-0.1489649172077657,0.6521482147671159
112,Lucas,Serrano,12-06-1978,Male,15044.89,65,6/16/2010,Weekly,EF,65,False,,118.215.27.231,0.001262254,0.0,0.0,0.0404234752058982,1.9296503331910864,-0.2090397859759599,-0.1489649172077657,0.5238818766691203
113,Todd,Taylor,2/14/1998,Male,8387.12,55,10-11-2012,Monthly,YZ,55,False,,16.92.108.2,0.001321099,0.0,0.0,0.032927069813013,2.038829293432409,-0.2090397859759599,-0.1489649172077657,0.5602748634162278
114,Wendy,Boyd,12/19/1981,Female,20768.93,31,10/30/2011,Monthly,ST,31,False,,234.17.188.30,0.001609138,0.0,0.0,0.0539199337363243,2.573246806032461,-0.2090397859759599,-0.1489649172077657,0.7384140342829117
115,Julie,Deleon,11-02-1953,Female,18290.07,21,3/13/2008,Monthly,QR,21,False,,64.253.108.140,0.001487062,0.0,0.0,0.0321023873984813,2.3467512541517643,-0.2090397859759599,-0.1489649172077657,0.6629155169893463
116,Omar,Scott,6/27/1968,Male,11944.33,55,12/28/2012,Monthly,CD,55,False,,52.240.231.239,0.001438698,0.0,0.0,0.0613233894109725,2.257018375689511,-0.2090397859759599,-0.1489649172077657,0.6330045575019284
117,Tami,Rivera,9/27/2000,Female,15090.3,2,09-07-2011,Transaction,AB,2,False,,160.146.133.15,0.001244046,0.0,0.0,0.0477780029177665,1.8958678451619595,-0.2090397859759599,-0.1489649172077657,0.512621047326078
118,Mary,Young,9/23/1991,Female,19809.39,51,10/23/2008,Monthly,WX,5,False,,196.171.16.105,0.001264709,0.0,0.0,0.0643367245793342,1.934205254550462,-0.2090397859759599,-0.1489649172077657,0.5254001837889122
